"Lane","Block","Passes","Distance","Vehicle","Turn","GNDVI","LCI","NDRE","NDVI","OSAVI"
4,"B","2",6,"KXI","Straight",0.608467337971445,0.212702821976244,0.145096554548441,0.683818256940165,0.42386772560107
4,"B","2",7,"KXI","Straight",0.604356238271714,0.21457993972275,0.146651736562958,0.682460559969718,0.41847279496489
4,"B","2",8,"KXI","Straight",0.606652312620664,0.214443961941949,0.145071463529271,0.696220733216792,0.425629662279952
4,"B","2",9,"KXI","Straight",0.617948488681709,0.215390575557503,0.144707843997263,0.704872807062298,0.443111498915747
4,"B","2",10,"KXI","Straight",0.609311504237754,0.206310103134509,0.139172992649397,0.690778864415631,0.43421041546822
4,"B","2",11,"KXI","Straight",0.62256784962377,0.212361544385891,0.142331879918934,0.70578485508177,0.449395839625744
4,"B","2",12,"KXI","Straight",0.606093710808773,0.211015561460678,0.142610480661341,0.692563249110467,0.436148029665411
4,"B","2",13,"KXI","Straight",0.599930719042418,0.204818333293137,0.140315344869722,0.6644232591203,0.4199346759757
4,"B","2",14,"KXI","Right",0.628018467063838,0.223756591087596,0.150204815035877,0.712069930965289,0.455323642281407
4,"B","2",15,"KXI","Right",0.633010543277105,0.220701454440823,0.147961246040974,0.713209199741774,0.458982446032101
4,"B","2",16,"KXI","Right",0.640899813208325,0.224939169416073,0.149510332878247,0.730821133072812,0.471020999102404
4,"B","2",17,"KXI","Right",0.624099705577262,0.22364818459986,0.150123876012366,0.710822840908412,0.451844391620505
4,"B","2",18,"KXI","Right",0.613624017516679,0.217170983696735,0.148133819854131,0.682935406048985,0.427526694606859
4,"B","2",19,"KXI","Right",0.60799975413979,0.208769518323713,0.14376673490666,0.660900114912205,0.412538682040695
4,"B","2",20,"KXI","Right",0.61710754034543,0.221899375895682,0.150659852630578,0.694743306468377,0.432469529428583
4,"B","2",21,"KXI","Right",0.60739145383189,0.215155145207922,0.146526768767717,0.683850444521091,0.418838658570791
4,"B","2",22,"KXI","Right",0.624106536551401,0.224530925291893,0.151785190323637,0.703630084643713,0.438162991613591
4,"B","2",23,"KXI","Straight",0.634423184823874,0.222869160043132,0.149742100478288,0.710770262173639,0.45646138859474
4,"B","2",24,"KXI","Left",0.611928648460795,0.209307010098009,0.142604836101066,0.677305192821726,0.434610335617989
4,"B","2",25,"KXI","Left",0.595126561045308,0.205001730637258,0.141915225484102,0.649218539116029,0.409680467695827
4,"B","2",26,"KXI","Left",0.595701771087134,0.206421893872871,0.14287549371122,0.652558746991014,0.39576988429127
4,"B","2",27,"KXI","Left",0.577641631496847,0.192943070149824,0.13714289968972,0.601482143525367,0.370028775534667
4,"B","2",28,"KXI","Left",0.595496094145806,0.208224353055311,0.14543243686018,0.638810474083662,0.405106509666543
4,"B","2",29,"KXI","Left",0.672313015182758,0.289754596044136,0.19663051436724,0.762072267275415,0.494098503467787
4,"B","2",30,"KXI","Left",0.665168071404468,0.27155525183372,0.183530538898613,0.751198898375947,0.486643718020231
4,"B","2",31,"KXI","Left",0.62689810620099,0.223967130460906,0.151109216816441,0.706707355891603,0.440020356025265
4,"B","2",32,"KXI","Left",0.631177571473597,0.227234329317106,0.153224040478885,0.71092460263182,0.443750375680341
4,"B","2",33,"KXI","Left",0.650780926435088,0.24059191029227,0.15975567346777,0.746859819832155,0.476139210074728
4,"B","2",34,"KXI","Left",0.653890489252794,0.243186460558801,0.16226369332246,0.741183112596314,0.467669133536787
4,"B","2",35,"KXI","Left",0.656209275260425,0.237723623423089,0.158950960296173,0.733566459352432,0.466478040259348
4,"B","2",36,"KXI","Left",0.627637596231708,0.223308650600843,0.151564978139502,0.696061446827432,0.443099404058518
4,"B","2",37,"KXI","Left",0.613879108575787,0.214468728640234,0.145701078063672,0.685670459292718,0.428511961686834
4,"B","2",38,"KXI","Straight",0.607343760870269,0.201181991106442,0.137661442038257,0.662463788737311,0.418230059133151
4,"B","2",39,"KXI","Straight",0.594912220724254,0.194866407609253,0.135648453558258,0.63191501405992,0.388689479911822
4,"B","2",40,"KXI","Straight",0.58535944845559,0.196724270992361,0.136027255336426,0.642852967268479,0.391906283737102
